Lens ID,Publication Year,Abstract,Keywords
127-775-364-030-980,2016,"The reported U.S. incidence of delay/disability in young children, and thus need for services, is far higher than those currently receiving early intervention supports and services [1]. Government representatives and policymakers in the U.S. have concluded that traditional tests fail to capture sufficient numbers of young children who must access early intervention supports at a critical life moment [2], even though state regulations often mandate their use. The early intervention field regards authentic assessments as a more effective alternative. However, few U.S. studies have been conducted to compare and validate the use of either conventional tests or authentic assessments for early intervention purposes. National social validity research in the United States by Bagnato et al . [3,4] revealed that authentic assessments fulfill the qualities/needs of the early childhood intervention field better than conventional tests. However, no national studies had been conducted to examine the qualities and patterns of use for authentic and conventional measures among interdisciplinary professionals. Based on an expanded national internet survey in the current follow-up research, we compared the qualities/patterns of use among professionals for both types of measures in the early childhood intervention field. Overall, median ratings indicate that the top authentic assessments are more valid/useful than the most popular conventional tests to accomplish most early intervention purposes. Based on the results, we share the implications as â€œpractice-based research evidenceâ€ to guide international policymakers, professionals, and parents to advocate, choose, and use â€œbest measures for best practices.â€",Authentic assessment; early care and education; early childhood intervention; developmentallyappropriate; assessment for developmental disabilities; early childhood special education
128-036-013-133-547,2001,"Young children's peer-related social competence has been viewed as a critical developmental competency during early childhood. Nevertheless, a number of young children, particularly young children who have disabilities or who are at risk for disabilities, have peer interaction difficulties. During the last several decades, various intervention strategies for improving young children's peer interactions have been developed, refined, and evaluated in early childhood programs. This article presents a conceptual framework based on an intervention hierarchy for assisting interventionists in deciding how to promote the peer interactions of young children with peer-related social competence difficulties in natural environments. We discuss making developmentally appropriate and inclusive early childhood programs the foundation for improved peer interactions. Several illustrative and empirically validated intervention strategies for these children are presented and recommendations are made regarding flexible emplo...",
128-348-924-110-023,2024,"<jats:p>This study aimed to examine the influence of teacher-student relationships on the academic performance of learners with learning disabilities in Nairobi County. Systems theory and Social Cognitive theories were adopted. A descriptive correlational research design was employed using a mixed research approach. The target population comprised 4 head teachers, 62 teachers, and 1,923 learners with learning disabilities from 4 regular primary schools in Nairobi City County. Stratified random sampling and simple random sampling were applied to select the four schools and respondents from each school respectively. A purposive sampling technique was utilized to choose the head teachers and teachers from each school. Questionnaires, focus group discussions, interview guides, and screening tools were used to gather data. Quantitative data collected was analyzed using descriptive statistical techniques, whereas qualitative was transcribed and qualitatively analyzed in a thematic approach. A correlation test was done on the hypotheses to ascertain the relation between independent variables and dependent variables at a statistical significance of p≤0.05 (p=5%) using Chi-square. Pearson product-moment correlation was computed to measure the strength of the association between predictors and children’s academic performance variables. Qualitative data analysis involved transcription and analysis of open-ended questions from research tools using thematic analysis. Findings showed that all proxies for the teacher-student relationship except dependency level had a significant p-value (p&amp;lt;0.05) at 95% Confidential Interval. Statistical statistics from chi-square the correlation between teacher-student relationships and learners’ academic performance was statistically significant the null hypothesis was rejected. The study concluded that teacher-student relationships result in improvement in learners’ academic performance. School policies have no significant relationship with learners’ academic performance in primary school schools in Nairobi City County. The study recommended that teachers should deliberately express concerns both about students’ academic and non-academic life, as this makes the learners with learning disabilities feel accepted and motivated to improve their academic work.&lt;p&gt; &lt;/p&gt;&lt;p&gt;&lt;strong&gt; Article visualizations:&lt;/strong&gt;&lt;/p&gt;&lt;p&gt;&lt;img src=""/-counters-/lit/0788/a.php"" alt=""Hit counter"" /&gt;&lt;/p&gt;</jats:p>",
128-357-362-029-868,2010,"Imitation is a primary means through which children learn new skills. Most children learn to imitate without being taught but some children with disabilities fail to develop or use imitation in the absence of direct instruction. The importance of teaching imitation to children with disabilities has been acknowledged, with studies appearing as early as the 1960s. Although recent studies regarding the nature of imitative abilities in children with disabilities have been published, relatively few intervention studies exist. The purpose of this review was to synthesize the literature on teaching young children with disabilities to imitate. Four distinct intervention types emerged. Suggestions for improving interventions include using specific prompting strategies; embedding instruction across activities; teaching imitation of multiple, salient models; and using reinforcing behaviors and materials. Future research is needed on questions regarding instructional sequence, effective instructional practices, and m...",
128-592-635-213-813,1994,"Traditionally trained in a medical model of disability, physical and occupational therapists are now challenged to provide intervention services in naturalistic early childhood settings. These changes in therapeutic milieu have led to new service delivery models for therapists working with young children and their families. This article describes several new approaches and reviews the limited body of literature examining their efficacy. It offers assessment and intervention strategies that support a normalized approach to intervention. We identify limitations in current training for physical and occupational therapists and make suggestions for augmenting preservice and inservice training to support the recommended practices.",
128-913-942-748-767,2016,"Abstract. The study examines the perception of Early Childhood Educatorsâ€™ (ECEds) on factors associated with the inclusion of children with disabilities in Early Childhood Education (ECE) settings in Botswana. ECEds (128) completed a Support Scale for Preschool Inclusion (SSPI) to air their views regarding the necessary/available factors for the inclusion of Children With Disabilities (CWD) in ECE settings. Findings of the study revealed that factors like principal support, family involvement, appropriate materials, peer acceptance of CWD, knowledge and skills about curriculum adaptation/ implementation, promoting positive interaction among children, positive attitudes of school personnel for inclusion, and a few others were considered necessary by ECDs; believed that most of them were not available in ECE settings; and in-service training, extra time for collaboration and reduced class size were least available. The findings suggested professional development of ECEds along with additional in service training necessary for successful inclusion of young CWD in ECE settings of Botswana. Keyword: Inclusion, Early Childhood Education, Children with disabilities, Inclusive Education, Botswana",
129-260-530-912-357,2021,"Whilst transition to primary school is a commonly experienced phenomenon for most children, some groups of children, including those with disabilities, are less likely to engage in the process beca...",Creative Commons: Attribution-NonCommercial (CC BY-NC) Document Version Publisher's PDF; also known as Version of record disability; early childhood care and education; sub-Saharan Africa; transition to primary school
129-820-170-042-994,2022,"<jats:p>Background: Early Childhood Care and Education (ECCE) refers to the care and education of children from birth to age four. There is a scarcity of research on inclusion in this marginalised sector in many developing countries, including South Africa.Aim: This article reports on a virtual learning participatory workshop on understanding inclusion with six ECCE teachers and two ECD practitioner trainers.Setting: Due to the social distancing necessitated by the Corona Virus pandemic, all interactions were facilitated through the WhatsApp platform.Methods: The study employed a participatory action learning and action research (PALAR) design that focuses on collaborative and contextually relevant learning and research. Data were generated in two iterative cycles using a baseline questionnaire, photovoice, reflective journals and purposeful conversations.Results: Cycle one found that some of the participants’ understanding of inclusion needed to be challenged. Their understandings of inclusion centred on discourses of disability with a narrow view of inclusion. This action learning set (ALS) mainly regarded inclusion to be a product rather than a process and claimed that segregation had some advantages. Some of the members of the ALS also misconstrued inclusion for micro-exclusive practices of assimilation and integration. Cycle two was planned to address these misunderstandings. Cycle two revealed that becoming inclusive means revisiting dominant ideologies about inclusion and a critical awareness of micro-exclusive practices.Conclusion: This research serves to challenge dominant beliefs of what inclusion is. The knowledge presented here could be cascaded to other ECCE centres in the South African context. With a scarcity of research on inclusion in ECCE, this study may provide a point of departure for future research.</jats:p>",inclusion; participatory action learning and action research; early childhood care and education  micro-exclusion  critical pedagogy
130-282-920-432-28X,2025,"<jats:p>Inclusion is a process of social transformation that is profoundly shaping the field of early childhood education. According to a narrow understanding of inclusion, the focus is on the joint participation of children with and without disabilities in general educational settings. How preschool teachers perceive and facilitate the inclusion of children with disabilities in this context depends significantly on their understanding of disability. This study therefore explores preschool teachers’ perspectives on the construct of disability. The data are based on interviews with n = 21 preschool teachers working in German preschools. The results show that teachers partially view disabilities as individual deficits of the child, partially as consequences of inadequate environmental conditions, and partially as something to be avoided and deconstructed. Most teachers combine multiple understandings of disability. Overall, the results indicate that a significant number of teachers hold a mindset shaped by the assumption of two distinct groups: those with and those without disabilities (dual-group theory). The results are discussed in the context of current debates on educational inclusion and the dual-group theory.</jats:p>",
130-316-712-505-838,2014,"Children with disabilities and their families often require multi-disciplinary professional services to address physical, social and developmental needs. Differences in professional training, pedagogy and practice can create conflict and confusion in meeting those needs. The transdisciplinary approach (TA) of service integration bridges that gap by allowing professionals to share roles across disciplines in order to meet the needs of children and families. Although the process of developing TA teams is documented, the experiences and developmental processes of participants in TA teaming remain largely unexplored. This study examined the experiences of professionals working together in a TA inclusive playgroup in an effort to explore their experience as a part of that team, and to document the development of skills across disciplines. The findings demonstrate that activities such as intentional group reflection impacted the evolution of professional roles including role release skills and role transformation.",
130-334-075-350-376,1988,"This article presents the results of a survey of early childhood intervention policies in all 50 states and the District of Columbia, regarding handicapping conditions served, overseeing agencies, intervention services, funding sources, interagency contracts, state regulations, training and certification, and supply and demand of professionals. The study as a whole shows extensive variation among the states with respect to policy; funding, lead agency administration, and interagency cooperation were less than optimal. Moreover, the survey documented a dramatic national shortage of trained early childhood personnel. Implications are discussed in terms of the provisions of P.L. 99–457, the Education of the Handicapped Amendments of 1986.",
130-491-310-780-982,2009,"With the increasing usage of assistive technology (AT) usage in early childhood education settings serving children who are at-risk or who have developmental disabilities, there is a corresponding need for effective professional development experiences such as user groups to develop skills in using AT. Using a collective case study approach, 10 teachers who had participated in AT user groups and who were using an AT toolkit in their classrooms were interviewed and provided responses regarding (a) perspectives of user groups, (b) use of the toolkit, (c) benefits of user groups, (d) concerns regarding user groups, (e) perceived effects of AT on teaching and decision-making, and (f) perceived effects of AT on the classroom. Themes of interviews are presented,",
130-647-290-774-136,2013,"This paper advances a social relational model of Deaf childhood as a guiding framework for working with Deaf children in a present-day universal neonatal hearing screening and early intervention context. The authors discuss how Deaf children are contextualized in a medical model discourse, in a social model of Deaf childhood, and in a Deaf culture discourse. A social relational model is then discussed in with reference to a capability approach and to findings from the first author’s study of parents and young children participating in an American Sign Language shared reading program in Ontario, Canada.",
130-814-037-902-988,2024,"<AbstractText Label=""BACKGROUND/OBJECTIVES"" NlmCategory=""OBJECTIVE"">The purpose of this study is to describe the current status of preschool teachers' attitudes about inclusive education and discuss the factors that influence these attitudes.</AbstractText>;           <AbstractText Label=""METHODS"" NlmCategory=""METHODS"">A total of 449 preschool teachers who have students with disabilities or special educational needs in their classrooms and 638 teachers without students with disabilities or special educational needs in their classrooms volunteered to complete the online survey. The survey included two components: a Basic Information Questionnaire and the Early Childhood Inclusive Education Attitude Questionnaire (ECIEAQ). Data were analyzed using descriptive statistics, <i>t</i>-tests, and ANOVA.</AbstractText>;           <AbstractText Label=""RESULTS"" NlmCategory=""RESULTS"">Scores in the two dimensions of Positivity and Promotion were higher than those in the two dimensions of Resistance and Passivity, indicating an overall positive attitude about inclusive education. Attitudes about inclusive education significantly differed by gender, preschool location, inclusive education training opportunities, and receipt of a special education financial allowance. Inclusive class teachers who are female, aged over 30, teach classes with a child-to-teacher ratio of more than 14, and who work in urban areas show higher levels of Promotion or Resistance than general class teachers.</AbstractText>;           <AbstractText Label=""CONCLUSIONS"" NlmCategory=""CONCLUSIONS"">Overall, preschool teachers hold a positive attitude about inclusive education. Training opportunities and a special education financial allowance should be provided to foster positive attitudes. Certain groups of inclusive class teachers may need more support and resources to implement inclusive education.</AbstractText>",attitude; inclusive education; preschool
131-119-396-191-761,2022,"<jats:p>The study investigated teacher perception towards inclusive education in Early Childhood Centres in Sissala East District in Upper West Region, Ghana. The study adopted a sequential explanatory mixed-methods design. A sample of 150 teachers in the Early Childhood Education centres were selected using census and homogeneous sampling techniques. Questionnaires and interviews were used for data collection. Descriptive statistics were used to analyse the quantitative data while qualitative data were analysed in themes. The study found that: most early childhood teachers in the Sissala East District had a positive perception of inclusive education. It was also evident that most early childhood teachers in the Sissala East District believe that factors such as lack of teacher training; insufficient resources; limited administrative support; teachers’ attitudes; large class sizes and poor building infrastructure influence their perception of inclusive education. The study concluded that teachers in early childhood centres within the Sissala East District have a positive view of inclusive education. However, variables such as a lack of teacher training, insufficient resources, limited administrative support, teachers’ attitudes, large class numbers, and inadequate building infrastructure impact their perspective of inclusive education. Based on the key findings, the study recommended that teachers in early childhood centres in Sissala East District should be motivated by early childhood coordinators and headteachers to have positive perceptions of inclusive education. Again, the ministry of education should offer enough and consistent teacher support services, such as teaching assistants, and continuous professional development programmes to improve the efficacy of inclusion and minimise teacher stress.</jats:p>",teachers' perceptions; inclusive education; early childhood education; children with disabilities I
131-163-213-102-913,2022,"Early childhood inclusion for disabled children is a priority area as jointly stated by United Nations’ and European Commission’s policies. Educators have a crucial role in supporting all children’s learning by working cooperatively with parents. However, their internalized ableist/disablist beliefs and misconceptions can inhibit the process of inclusion and effective parental partnership. Initial Teacher Education (ITE) is the pivotal factor in preparing early childhood educators (ECEs) for inclusive learning environments. Therefore, this survey investigated 332 Greek pre-service ECEs’ preparation and their beliefs of self-efficacy of inclusion and parental empowerment. Results show that pre-service ECEs’ knowledge has an impact on their beliefs about inclusion. Additionally, our results highlight the need to approach ITE through inclusive and critical disability studies pedagogies. Such an orientation could provide prospective ECEs with the mental models and confidence that augment their willingness for supporting inclusion, and collaborating with parents, leading to a transformative praxis.",
131-861-154-285-462,2016,"ABSTRACTAs the number of young children with disabilities being included in diverse early childhood settings continues to increase, employing personnel with the requisite knowledge and skills to support their active participation and learning becomes of paramount importance. Because paraprofessionals frequently serve in this capacity, it is critical that their preservice training programs provide them with the information and experiences needed to work effectively in inclusive environments. In this article, we describe the development and implementation of a collaborative initiative between a major urban research university and a state’s community college system and member institutions to enhance the preparation of paraprofessionals to work with young children with disabilities and their families. Supplemental content, assignments, and resources were incorporated into six core courses in the early childhood development curriculum statewide, and program administrators and instructional faculty received tra...",
132-378-810-950-843,2025,"The purpose of this study was to examine the ethical issues associated with the inclusion of learners with disabilities in early childhood centres within the Effutu Municipality. The study adopted a concurrent embedded mixed methods design. The total population for the study was forty-nine (49) which consists of forty-two (42) early childhood teachers and seven (7) headteachers. The study adopted the census sampling technique for the quantitative data while a purposive sampling technique was used in the qualitative data. The instruments that were used in the collection of data were structured questionnaires and semi-structured interview guides. The quantitative data from the study were analysed descriptively using frequencies, percentages, means, and standard deviations whereas interview data were analysed thematically. The findings from the study revealed that respect, dignity, and confidentiality are key to inclusion in the Effutu early childhood centers, while parental collaboration contrasts inadequate staff training challenges. The study found that while ethical practices such as curriculum adaptations and inclusion policies exist in Effutu early childhood centers, their inconsistent implementation limits their effectiveness. The study further revealed that teachers face challenges like resource constraints, inadequate training, and lack of administrative support, highlighting systemic issues. The study recommends that schools should implement regular professional development programmes to enhance teachers’ application of ethical standards in inclusion as well as cconsistent curriculum adaptations, adequate resources, tailored training, and improved administrative support.",
132-567-274-845-187,2014,"This article evaluated the responsibility of parents in provision of Teaching Learning Resource (T/LRs) and participation of Children Living with Disability (CLWD) in Early Childhood Education (ECE) in Kajiado North, Kenya. The purpose of the study was to establish how T/LRs provided by parents influenced the participation of CLWD in ECE. A qualitative research was carried out with a case study design. Observations, interviews and focused group discussions were held to attain the objective of the study. A pilot study was carried out. Content validity was adopted to govern whether the test item offered the content that the test was intended to measure. Split-half method was used to determine the reliability. The study argued that CLWD in ECE are not provided with T/LRs that meets the uniqueness of individual child, and consequently jeopardized participation. In cases where T/LRs were compatible to the needs participation was accelerated. The findings revealed that although the government had played a great role in education, more was yet to be accomplished. Environmental factor, culture, poverty and lack of awareness limited parental participation as actors in ECE. It was recommended that there is need for the government to include ECE in free education to achieve Education for All (EFA) goals. Key Words : Parental Responsibility, Teaching Learning Resources, Participation, Children Living with Disability and Early Childhood Education.",
132-842-989-779-113,2011,"Early childhood intervention is an essential contributor and catalyst for the development of a culture of positive attitudes towards children with disabilities in a country like Ghana. Intervention could begin at the early years or early childhood education level. Does early intervention make a difference in the lives of children whose development is delayed or abnormal in Ghana? How would we respond if our children required early intervention to fare well at the early childhood centre? The urgency or disconcerting feeling is that something is wrong and something responsive must be done! As Ghana strides towards mainstreaming early childhood education in the quest to attain Education For All (EFA) and Millennium Development Goals (MDGs), an integrated, inclusive and effective early intervention programme becomes inevitable for children with disabilities. This would provide mutual benefits for children with disabilities, parents and families, educators and professionals and the society at large. How can this work in Ghana?",
132-901-068-580-035,2025,"<b>Background/Objectives</b>: This study investigates specific neuropsychological functions-visuospatial working memory, attention, planning, and decision-making-among preschool-aged children with Developmental Coordination Disorder (DCD) compared to typically developing (TD) peers. The objective was to assess deficits in selective, sustained, and focused expressive attention, visuospatial and visual/verbal working memory, and decision-making abilities, and to examine their relationship with fundamental motor skills. <b>Methods</b>: A comparative study was conducted with Greek preschool-aged children using the Cognitive Assessment System (CAS) to evaluate cognitive processing (planning, attention, simultaneous processing) and the Movement Assessment Battery for Children-Second Edition (MABC-2) to assess motor skills. <b>Results</b>: Significant performance disparities were identified between DCD and TD children across attentional and planning domains, with notable cognitive-motor correlations. Discriminant function analyses revealed high classification accuracy (e.g., 73.9% for receptive attention, 79.5% for simultaneous processing), reinforcing the diagnostic value of targeted cognitive indices. Notably, approximately one-third of the children with DCD (17 out of 44) exhibited deficits in one or more cognitive domains. <b>Conclusions</b>: These findings highlight the importance of neuropsychological profiling in understanding DCD and suggest that targeted motor interventions may simultaneously enhance executive function. A strength-based, holistic assessment approach is recommended, supported by educator training and evidence-based therapeutic programming.",attention; decision-making; developmental coordination disorder (DCD); early childhood; executive functioning; intervention; motor skills; neuropsychology; planning; visuospatial working memory
133-000-088-218-859,2020,"As it is common for infants and toddlers with disabilities to receive their early intervention (EI) services in child care programs, this mixed method study examined the experiences of child care and EI providers (e.g., occupational therapists, physical therapists, speech-language pathologists) in collaborating to support infants and toddlers with disabilities in child care settings. Through an online survey and in-person focus groups across a large state, findings indicated that although professionals may interact with each other during EI visits at child care, meaningful collaboration such as including child care providers in Individualized Family Service Plans and embedding intervention strategies into daily routines was minimal. Participants noted many barriers including liability concerns; information sharing; funding and time for collaboration; and minimal training and understanding of child care and EI programming. Participants provided suggestions to support future collaboration including building relationships through shared training, substitute staffing to attend meetings, and clear program and state policies.",
133-287-092-004-336,2025,"Objectives: Video modelling, is a form of video-based instruction recognised as an evidence-based practice widely used to support autistic students. Point-of-view (POV) video modelling, where learners view the video from their own perspective, is a specific type of this approach. Although many literature reviews have explored video modelling for autistic students, this is the first review to focus on POV video modelling for young autistic learners. This review aims to identify and present peer-reviewed studies on POV video modelling and prompting for this population, evaluate intervention effectiveness, and provide recommendations for future research and implications for practice.<br/><br/>Methods: A systematic search yielded thirteen studies. These were analysed based on participant characteristics, research design, intervention information, and study robustness.<br/><br/>Results: POV video modelling effectively supported play, daily living, academic skills, social initiations, and reduced behaviours raising concerns (e.g. physical aggression). All studies showed medium or strong effect of the intervention. However, details on intervention frequency and duration were often limited.<br/><br/>Conclusions: The findings underscore the importance of involving parents and practitioners in implementing POV video modelling and highlight the need for more diverse participant groups in future research.",
133-432-671-784-726,1993,"<jats:p> PEECH (Programming for Early Education of Children with Handicaps) is a center-based program combining child-initiated and teacher-directed activities for children with mild to moderate disabilities, ages 3 to 5. Its major goal is to enhance children's language development and social competency. An ongoing assessment instrument based on developmental guidelines is used to determine where a child is developmentally, to form Individual Educational Plans, to chart child progress, and to link assessment to the curriculum for center and home activities. Best practices in areas critical to exemplary early childhood education programs are covered in the model components. Data collected at replication sites in 1983 through 1991 were used to examine the impact of PEECH on child progress. Preschool children with mild to moderate disabilities showed improvement in receptive and expressive vocabulary and social competency. The PEECH model was revalidated by the Program Effectiveness Panel for national dissemination through the National Diffusion Network in March 1992. </jats:p>",
133-514-107-222-852,2021,"The importance of early intervention for developmental disabilities, such as Autism Spectrum Disorder, is increasingly recognized as critical to children’s later success, making it necessary to bet...",
133-691-303-733-198,2025,"<jats:p>Although there is significant evidence supporting the importance of family engagement for promoting equity in early intervention (EI) and early childhood special education (ECSE), research on Mandarin-English dual language learners (DLLs) with disabilities is limited. This qualitative study examines the experiences of 19 Mandarin-English DLL families whose children received EI/ECSE services in the United States. Although most parents had high levels of education and income, they faced significant challenges navigating the service system, advocating for their children, and obtaining linguistically and culturally appropriate support. Findings revealed persistent barriers including limited language access, cultural disconnects, inadequate family engagement, and inconsistent service quality and availability. The results underscore the need for more culturally responsive practices, improved provider training, and clearer communication and resource pathways for DLL families.</jats:p>",
133-699-520-478-281,2023,"<jats:p>Indonesia is not yet a friendly country for people with disabilities. One of the services needed by persons with disabilities is education. The proper education needs to be applied in special schools are implemented in inclusive schools. Inclusive schools need help with supporting infrastructure that is not yet suitable for early childhood learning. Therefore, we need an accurate picture of developing good facilities and infrastructure. One of them is the concept of “Disability Friendly Schools,” where schools are schools that are friendly to people with disabilities. The method of writing this article is a literature study. This paper aims to explain the concept of inclusive education ideal for blind children in terms of facilities and infrastructure. The result of this discussion is to explain the concept of inclusive education for blind children seen from proper facilities and infrastructure ranging from assessment tools, orientation and mobility, learning/academic aids, visual aids, auditive aids, and physical exercise tools.</jats:p>",
133-941-197-124-266,2001,"Public expectations of accountability in our education system have increasingly focused on young children's development, in part because of Goal 1 of the National Education Goals (By the year 2000, all children in America will start school ready to learn). Few sensitive measurement systems have been developed, however, to monitor young children's growth over time. Building such a system requires a parsimonious but comprehensive set of developmental outcomes expected of children between birth and age 8. In the two studies presented here, investigators formulated a set of 15 general growth outcomes for young children, and conducted a survey of parents of children with and without disabilities and professionals in early childhood and early elementary education to validate the outcomes.",
133-975-879-867-353,2023,"<jats:p>The purpose of this study was to determine the relationship between pedagogic competence and social competence of teachers in using the Disability Friendly School Model on the Learning Quality of the Inclusion Early Childhood SKB Kota Pekanbaru. The method used is a quantitative method. The data collection technique was carried out using a questionnaire. The results of the questionnaire were then analyzed using correlation nonparametric analysis to determine the positive and significant relationship between variables. The main finding of this study (1) Pedagogic Competence does not have a positive and significant relationship to the Quality of Learning, (2) Social Competence has a positive and significant relationship to the Learning Quality, (3) Pedagogic Competence and Social Competence have a positive and significant relationship to the Learning Quality of The Inclusive Early Childhood of SKB Kota Pekanbaru. Novelty of this study This is the first study used to test the DFS Model teachers at SKB Pekanbaru City. DFS is an alternative model of child-friendly schools for children with disabilities that have been developed since 2022.</jats:p>",
134-067-652-113-648,2021,"<jats:p> Special education teacher employment began to decline in 2006, concurrent with increased paraprofessional employment. At the same time, the prevalence of students with disabilities in several categories changed substantially, and the proportion of students being served in general education settings increased as well. The purpose of this study was to determine whether the decline in special education teacher employment was related to increased paraprofessional employment, and if the increase in paraprofessional employment was related to shifts in the composition of students with disabilities, educational placements, or more general state-level factors. We created a panel dataset for 2006–2015 and analyzed these relationships using a two-way fixed effects model. We found that, although changes in paraprofessional employment were unrelated to changes in special educator employment, they were related to changes in the prevalence of students with autism spectrum disorder. In addition, states with larger populations and higher K12 expenditures employed more paraprofessionals. </jats:p>",
134-224-404-253-12X,2021,The high leverage practices of promoting active student engagement and using assistive and instructional technology can be implemented simultaneously in resource settings. The purpose of the study ...,
134-424-527-257-194,1995,"Because of recent early childhood legislation in the United States, each state has been challenged to develop a system of early intervention to help young children with special needs and their families. To meet this challenge, early childhood special educators need to be trained in the appropriate competencies. These competencies include: knowledge of early childhood as a distinct phase of development, experiences in working with families, skills in collaboration and coordination, developmentally appropriate intervention, and delivery of services in inclusive settings. These competencies will be discussed in more detail in this article. When educators possess these skills, they can better assist young children with disabilities and their families.",
134-978-868-637-173,2025,"<AbstractText Label=""PURPOSE/OBJECTIVE"" NlmCategory=""OBJECTIVE"">Disability acceptance is an evolving process influenced by personal and contextual predictors, with gender potentially playing a role. This study aimed to examine gender differences in the trajectory of disability acceptance and its predictors among individuals with disabilities in the Republic of Korea (hereafter, Korea).</AbstractText>;           <AbstractText Label=""RESEARCH METHOD/DESIGN"" NlmCategory=""METHODS"">We analyzed 4-year longitudinal data (2016-2019) from the Panel Survey of Employment for Persons With Disabilities using multigroup latent growth modeling. The sample consisted of 1,007 men and 1,040 women with disabilities.</AbstractText>;           <AbstractText Label=""RESULTS"" NlmCategory=""RESULTS"">The research model of disability acceptance demonstrated a good fit, influenced by personal and contextual factors. No significant gender differences were found in intercepts (<i>F</i> = 0.05, <i>p</i> = .83) and slopes of disability acceptance (<i>F</i> = 0.15, <i>p</i> = .70). Multigroup latent growth modeling results indicated that perceived socioeconomic status, disability-related stress, self-efficacy, self-esteem, and satisfaction with friend relationships significantly predicted disability acceptance over most years, with no gender differences in these predictors.</AbstractText>;           <AbstractText Label=""CONCLUSION/IMPLICATIONS"" NlmCategory=""CONCLUSIONS"">Gender did not predict longitudinal changes in disability acceptance. However, modifiable factors, such as perceived socioeconomic status, disability-related stress, self-efficacy, self-esteem, and satisfaction with friend relationships, were associated with disability acceptance. (PsycInfo Database Record (c) 2025 APA, all rights reserved).</AbstractText>",
135-461-821-727-280,2021,"Co-teaching has been proposed as a meaningful method in addressing the challenges that can accompany classroom diversity. In the present study teachers’ attitudes were investigated regarding co-teaching and the inclusion of students with disabilities in general classes. A total of 104 early childhood educators responded to a questionnaire (51.9% general educators and 48.1% special educators). The questionnaire examined the conditions that need to be met for the successful implementation of co-teaching as well as the benefits for the co-teachers. Our findings revealed that while special educators are more willing to co-teach, they are at a disadvantage because general educators typically make the decisions related to the planning and evaluation of the activities in the general classroom. However, most general early childhood educators stated that they benefit professionally from co-teaching. According to our findings, co-teaching is perceived to be successful when the two co-teachers collaborate, during their formal meetings even though their shared collaboration time usually is quite limited. Moreover, female educators seemed more open to inclusive practices and most of them agreed that the appropriate arrangement of the classroom successfully affects the implementation of co-teaching. Finally, it was pointed out that the co-teachers’ knowledge of special educational needs and their skill to modify the curriculum seem to affect co-teaching.",
135-471-063-257-61X,2025,"<jats:p>Australia was one of the first countries to ratify the United Nations Convention on the Rights of Persons with Disabilities, with its commitment to inclusive education. However, policy and practice shifts in the last decade have seen an increase in the provision of services on the basis of diagnosis, and a fragmentation of the disability service system. The aim of this paper is to examine the unintended consequences of a major policy reform in Australia, the National Disability Insurance Scheme (NDIS) and its implications for the inclusion of young children with disability in education and healthcare. A review of current research and grey literature identifies key structural and operational factors contributing to a shift away from inclusive practices and supports in early childhood education and care and early childhood intervention services. The marketization of disability services and individual budgets through the NDIS have led to an influx of providers with limited understanding, skills, and expertise in children’s inclusion. This shift, driven by consumer choice rather than coordinated service delivery, has created unintended barriers to the developmental and participation outcomes of young children with disability. These issues are discussed in the context of policy changes across the past decade to understand equity, universality, marketization, workforce development, and implementation of services for Australian children with developmental concerns, delay, or disability.</jats:p>",
135-842-709-253-977,2025,"<jats:p>The right of children to have access to inclusive education is widely supported and well recognized in international human rights law. Inclusive education involves the placement of learners with disabilities and non-disabilities to study in the same classrooms with adaptable facilities and equipment. Meanwhile, in Nigeria over the past three decades, focus on inclusive education has been pervasive at all levels of educational system including in early childhood education, as the school system struggle to meet the needs of children who are physically challenged. It has been argued that for a society to develop, education must be inclusive and global organization are not left behind on the global initiative for inclusion in education. However, despite the numerous advantages of inclusive education there are various factors contending with effective implementation of the programme in early childhood education. This paper attempts to highlights the concepts of inclusion, understanding inclusion in education, the value of inclusion in early childhood education and some of the basic requirement for the inclusive programme to be feasible in Nigeria educational system most especially in early childhood education. In addition, the paper discusses the challenges militating against inclusion in early childhood education and practical ways to overcome the challenges are provided.</jats:p>",
135-931-114-555-76X,2022,"This study was conducted to address the difficult environmental problems experienced by special education teachers for early childhood while guiding children with disabilities, and to check the internal and external difficulties of teachers through psychological exhaustion, resilience, and happiness scales. The purpose of this study is to find out job stress, psychological burnout, resilience, and happiness according to general characteristics (age, work experience, working hours) of special education teachers for early childhood, and to establish educational support plans for field teachers. The subject of this study were 97 special education teachers at daycare centers for children with disabilities located in Gwangju and Jeollanam-do. A survey was conducted among 11 institutions selected through a wireless sampling method, and data were collected face-to-face and online. For data analysis, descriptive statistics, reliability, t-test, F-test, and Scheffe were performed using SPSS 21.0. The results of this study are as follows. First, the higher the age of the special education teachers for early childhood, the higher the job stress and the sense of happiness. Second, the higher the work experience, the higher the job stress and psychological burnout of special education teachers for early childhood. Third, special education teachers for early childhood were more psychologically burnout the longer they worked. In particular, it was found that there is a difference in general characteristics even when the subject of education taught by special education teachers for early childhood is different, and it can also vary depending on the working environment of the teacher. Therefore, it suggests that various psychoemotional supports for early childhood special education teachers, as well as improvements to the teacher working environment and educational support, are required to prevent job stress and psychological burnout. In addition, follow-up research is necessary by adding variables such as the age of special education teachers for early childhood, marital status, type of work organization, position, and class hours.",
