Lens ID,Title,Publication Year,Abstract
149-091-338-152-010,A systematic review of the measurement properties of the Family Empowerment Scale.,2023,"<AbstractText Label=""PURPOSE"" NlmCategory=""UNASSIGNED"">To systematically review and evaluate existing psychometric evidence for the Family Empowerment Scale (FES), which has been widely used to measure empowerment across the world.</AbstractText>;           <AbstractText Label=""METHODS"" NlmCategory=""UNASSIGNED"">Three databases were searched up until December 2021. Eligible studies were identified by an interdisciplinary team using the PRISMA procedure. The methodological quality of psychometrics (Risk of Bias standards) and sufficiency of each psychometric property (e.g., reliability, content validity, construct validity, responsiveness) were independently evaluated by three members, following COnsesus-based Standards for the selection of health Measurement INstruments (COSMIN).</AbstractText>;           <AbstractText Label=""RESULTS"" NlmCategory=""UNASSIGNED"">Twelve studies involving 3278 caregivers were included in the review. Studies reported limited information about content validity and study sample characteristics. There is sufficient evidence with moderate methodological quality to support structural validity for a four and three-bifactor structure. Sufficient evidence with good methodological quality was found for internal consistency. No studies examined responsiveness.</AbstractText>;           <AbstractText Label=""CONCLUSIONS"" NlmCategory=""UNASSIGNED"">Future psychometric studies of the FES should include diverse families and establish content validity following current COSMIN standards. Structural validity evidence does not support the original three-factor structure, which suggests the need to refine the theoretical measurement constructs. Responsiveness is needed prior to using FES as an instrument of change in applied research studies.Implications for RehabilitationThe evidence for the use of the Family Empowerment Scale (FES) is primarily with families of children with disabilities who identify as white, non-Hispanic, and live in the US.Across studies, evidence suggests the FES items work well together to measure family empowerment.Caution should be used when using the FES to measure changes in empowerment over time.</AbstractText>"
149-534-246-318-554,Pre-Service Educator Preparation to Teach Children with Disabilities Through Service-Learning,2017,"The purpose of the multi-year study discussed in this article was to investigate the impact of pre-service educator participation in a community-based service-learning program for children with disabilities. Pre-service educators who were enrolled in either an adapted physical education or introduction to special education course participated in the Children’s Adaptive Physical Education Society!, a skill-development program for 35 children (ages 5-12) with developmental disabilities. Two measures—a modified regular education initiative survey and a reflective blog assignment—were administered to the participants to identify changes in their beliefs and attitudes toward teaching and including children with disabilities in their future classrooms. The results revealed statistically significant gains in their understanding, confidence, willingness, skill set, and educational satisfaction. Responses in the reflective blogs further supported the statistical findings, suggesting that a community-based learning program provides pre-service educators with sufficient experiences to positively and effectively change their beliefs and attitudes toward teaching and including children with disabilities in their future classrooms."
149-696-948-482-684,Using Modifications and Accommodations to Enhance Learning of Young Children with Disabilities: Little Changes That Yield Big Impacts,2016,"Curriculum modifications are relatively simple changes to the ongoing activities, materials, and routines in classrooms to maximize children’s participation and engagement. Early childhood teachers rely heavily on the social and physical aspects of the environment to promote children’s development and learning. This chapter describes modifications and accommodations and provides a process for using them in early childhood classrooms."
150-402-631-645-480,Educational Late Effects in Long-Term Survivors of Childhood Acute Lymphocytic Leukemia,1988,"Records of levels of school achievement in long-term survivors of childhood acute lymphocytic leukemia were obtained for 23 children who had received 2,400-rad cranial irradiation and intrathecal methotrexate and standard chemotherapeutic agents 8 to 10 years previously. The children had been evaluated with standardized tests of intelligence at the time of diagnosis and periodically thereafter. Declines in IQ and cognitive dysfunctions have been previously described. School placements, educational histories, attendance records, learning strengths and weaknesses, social/emotional adjustments, and grade level achievements in reading and mathematics as measured by standardized achievement tests are reported here. Children achieved less than the expected levels in both reading and mathematics given both pretreatment and most recent IQ scores. Neither sex nor initial IQ were related to achievement scores. Children experienced difficulty with attention/concentration, memory, sequencing, and comprehension when performing school tasks. Individual children showed different degrees of dysfunction, but results of this study suggest that there are patterns of specific learning disabilities rather than global retardation. A small number of children achieved greater than expected levels, indicating that individualized instruction, tutoring, and parental support may reduce some learning deficits. Early educational intervention is recommended for similarly treated patients."
150-810-543-592-799,Resettlement Education Case Managers' Experiences Supporting Refugee Families with Children with Disabilities,2025,"<jats:title>Abstract</jats:title>;           <jats:p>The number of refugees displaced internationally and entering the United States (U.S.) continues to rise, with recent U.S. refugee arrivals recovering past pre-pandemic numbers. Upon resettlement in the U.S., refugees have access to resettlement staff support, including the support of education case managers (ECMs) who often support refugees resettling with children with disabilities. Many families with children with disabilities experience marginalizing systems, but the intersectional identities of refugee families with children with disabilities compounds the impact of systems that marginalize families with children with disabilities. This study utilized semi-structured interviews from a bio-ecological approach to explore what facilitated and impeded ECMs support of refugee families with young children with disabilities. Nine ECMs, located across the U.S., participated in the study. Participants identified two themes related to barriers and facilitators: (1) responsiveness of schools and agencies, and (2) professional factors. The study highlighted systemic barriers that impacted ECMs’ opportunities to support refugee families to access special education supports, as well as facilitators, such as resettlement agency staff conducting developmental screenings to monitor children’s progress. ECMs also described how their limited understanding of special education contributed to their abilities to support refugee families in gaining access and advocating for their child’s needs. This study provides additional research about approaches, policies, and practices of resettlement agencies and educational systems that can support or impede refugee children’s access to special education supports. Additionally, this study highlights implications to support ECMs’ knowledge of special education and changes to policies to further support refugee families with young children.</jats:p>"
151-657-565-432-751,Special Education of Students With Intellectual Disabilities: Involving Families,2025,"<jats:title>Abstract</jats:title>;                   <jats:p>Family involvement in the education and lives of their child with intellectual disability (ID) extends from birth through death. Parents, or other family members, are continually involved and advocating for their child with ID. In this chapter, the authors discuss the role of families in the education of students with ID, considering the strengths, challenges, and current research base regarding family involvement. The authors will explore families and the education of students with disabilities across the lifespan, with attention to early childhood, K-12 education, transition, and then postsecondary lives (e.g., postsecondary education, employment, and independent living).</jats:p>"
151-667-669-132-947,Combining General and Special Early Childhood Education Standards in Personnel Preparation Programs: Experiences from Two States.,1993,"The rapid increase in state efforts to provide services for children from birth through 5 years of age has the potential to foster growth in programs that serve children who have diverse needs and abilities. Early childhood professionals are beginning to recognize, however, that full inclusion of infants, toddlers, and preschoolers with disabilities in a range of early childhood service settings is more likely to occur if personnel preparation programs are also integrated. This article describes the development and implementation of two interdisciplinary preservice programs that have combined standards from early childhood and early childhood special education to prepare personnel for integrated settings. Implications of professional unification in higher education are discussed."
151-767-849-835-832,"Correlation between Motor, Socio-Emotional Skills, and Academic Performance between Young Children with and without Disabilities",2021,"Preschoolers and kindergarteners demonstrate rapid growth and change in motor skills, socio-emotional (SE) skills, and academic performance. Data on 250 children with disabilities (CWD) and 250 typically developing children (TDC) from the Early Childhood Longitudinal Study-Birth Cohort (ECLS-B) data set were analyzed to explore the relation between motor skills, SE skills and academic performance for children with and without disabilities. The ECLS-B data set is the first study to follow children from birth through kindergarten entry, collecting data on thier early development. The current study utilized descriptive and regression analyses (survey frequency, mean, and regression) were conducted using Statistical Analysis Software (SAS) version 9.2 (SAS Institute, 2008). Results indicated that both fine and gross motor skills make significant contributions to SE skills in CWD at both preschool and kindergarten and in TDC at preschool only. A significant correlation between fine and gross motor skills and academic performance was found for CWD and TDC in preschool and kindergarten. These findings indicated that an increased emphasis on the development of fine and gross motor skills during the preschool years may benefit the development of SE skills and academic performance for CWD. Results sheds light on the importance of including motor interventions as part of early childhood education programs delivered to CWD to narrow the achievement gap and ideally result in early learning success."
153-111-798-543-450,"The relationship of age, early motor skills and observable child behaviors in young children with developmental delays.",2019,"Abstract Background Children with disabilities often experience delays in one or more domains of development including motor skill delays. Delays in motor skill development may put children further behind their peers without disabilities in respect to aspects of early learning. Aims The purpose of this study was to examine how gross motor skills mediated the relationship of age and the observable child behaviors of compliance and adaptive behavior in a group of young children (2–4 years) with developmental disabilities around one time point. Methods Children with developmental disabilities (N = 113) were assessed on direct measures of motor skills and the child behaviors of compliance and adaptive behavior. Two independent simple mediation analyses were conducted using PROCESS, an ordinary least squares path analysis appropriate for small sample sizes. Results. Age had a positive relationship with gross motor skills (a = .66, p  Conclusions Motor skill development may promote or hinder development in other childhood behaviors such as compliance and adaptive behavior."
153-634-205-782-011,Activity-Based Intervention to Support Second Language Acquisition,2019,"Normal 0 false false false BS-LATN-BA JA X-NONE /* Style Definitions */ table.MsoNormalTable {mso-style-name:""Table Normal""; mso-tstyle-rowband-size:0; mso-tstyle-colband-size:0; mso-style-noshow:yes; mso-style-priority:99; mso-style-parent:""""; mso-padding-alt:0cm 5.4pt 0cm 5.4pt; mso-para-margin:0cm; mso-para-margin-bottom:.0001pt; mso-pagination:widow-orphan; font-size:12.0pt; font-family:""Times New Roman"",serif; mso-ansi-language:EN-US;} Activity-based intervention (ABI) is a naturalistic teaching approach used with young children to facilitate learning and development. Several studies have been conducted on ABI to examine effects on children; however, there is a shortage of literature on how to use ABI to facilitate the acquisition of a second language. This paper describes ABI, showcases studies on ABI used to enhance children’s communication or language development, and demonstrates a model for using ABI for second language acquisition."
153-733-663-542-318,The Disproportionate Identification of Language-Related Disorders in Bilingual Children,2026,"The disproportionate identification of language-related disorders in bilingual children is an ongoing issue in schools. Previous research has uncovered distinct identification patterns for bilinguals and monolinguals, but there is limited information about identification rates across grades while accounting for heterogeneity in language background. The purpose of this study was to determine the degree to which emergent and English-proficient bilingual children are disproportionately identified with language-related disorders. Using the Early Childhood Longitudinal Survey 2010-11, a nationally representative, individual-level, longitudinal data set, we used a series of descriptive, logistic regression, and discrete time models to examine the prevalence and incidence of communication disorders and specific learning disability in elementary school for emergent and English-proficient bilinguals, compared to monolinguals. Analyses revealed an increasing prevalence of language-related disorders for emergent bilinguals leading to overrepresentation, relative to monolinguals, while English-proficient bilinguals experienced underrepresentation in early elementary grades. Results also indicated that observed overrepresentation was largely accounted for by health, developmental, sociodemographic, and academic variables. Evidence of underrepresentation was present in early elementary school for emergent bilinguals in the specific learning disability category, and for both bilingual groups in the communication disorders category. This study provides insight into identification trends not addressed in previous research, highlighting differences in service receipt and identification rates for heterogeneous groups of bilingual children. Study outcomes have implications for education practitioners involved in making special education eligibility determinations."
153-926-626-437-392,Technology in the education of multiply-handicapped children.,1983,"The number of technical aids now available has allowed severely multiply-handicapped children to better participate in their education. Project TEACH (Technical-Educational Aids for Children with Handicaps), a 3-year early childhood demonstration project of the Federal Office of Education, provided ten children with seating systems, mobility aids, feeding devices, and augmentative communication aids. The children's performance of academic, motor, daily living, and communication skills as they relate to their educational program is reported as well as the model used to deliver technical services in an educational environment."
154-734-150-310-811,Impact of an Affective Intervention on the Friendships of Kindergarteners With Disabilities,2015,This efficacy study investigated whether a class-wide disability awareness curriculum would result in increased close friendships for 26 kindergarteners with disabilities enrolled in six inclusive classrooms. Findings suggest that participation in a disability awareness curriculum alone does not lead to increased friendships. Evidence suggests that having a close friendship may partially mediate the relationship between children’s social competence and acceptance. These findings align with research that emphasizes the importance of individualizing class-wide programs based on children’s support needs and facilitating children’s friendship formation in kindergarten classrooms to promote peer acceptance. Implications for future research and practice are discussed.
155-265-962-907-493,"Socio-Economic Challenges of Parents of Children with Intellectual Disability: A Community-Based Study in Lagos, Nigeria",2023,"<jats:p>This study investigated the challenges facing parents of children with Intellectual disabilities (ID) in Lagos, Nigeria. The study adopted a descriptive research design with a purposive sampling technique to select available thirty (30) parents of children with ID drawn from the Association for Intellectual and Developmental Disabilities of Nigeria as the study sample. Four research questions were raised to guide the study. A validated self-designed questionnaire titled 'Questionnaire on Challenges Facing Parents of Children with ID (QCFPCID r=067)' was used for data collection. Data were analyzed using mean, frequency count, and simple percentages. Results revealed that family members with ID negatively affect the family economy, family living standard, and all children's education. Based on the findings of the study, it was recommended that government should make provisions for social welfare that will help reduce the challenges facing parents of children with ID.</jats:p>"
155-338-153-096-162,"Orientation and Mobility Assessments for Children and Youths With Visual Impairments: How, Why, When, and Where?",2022,"<jats:p> Introduction: This study analyzed survey responses from 114 orientation and mobility (O&amp;M) specialists regarding the content and procedures they used in completing O&amp;M assessments. Methods: O&amp;M specialists completed an online survey in 2020 on their assessment practices for children and youths who are visually impaired. Results: Over 85% of participants identified that they interview the student, parent, classroom teacher, and teacher of students with visual impairments as part of the assessment. The only visual skills addressed by at least 80% of participants were depth perception, distance acuity, scanning, and peripheral visual fields. Students without additional disabilities in kindergarten through 12th grade were more likely to be taught the two-point touch cane technique when compared to students with additional disabilities, who were more likely to be taught constant contact. Discussion: Participants identified that O&amp;M assessments for students in 9th–12th grade were more likely to focus on skills that would be needed for employment or post-secondary education or both, such as the use of public transportation. For students with additional disabilities or children under the age of five years, participants were more likely to conduct assessments focused on safety and immediate needs and environments. Implications for Practitioners: Appropriate O&amp;M assessments need to be conducted in natural environments that provide equal challenges to the environments where students need to travel. O&amp;M specialists must adapt the assessment content and procedures to address the current and future travel needs of all students with visual impairments. </jats:p>"
155-748-096-255-033,Teachers’ Belief and Efficacy Toward Inclusive Education in Early Childhood Settings in Korea,2019,"In the literature, teacher self-efficacy has been found to increase teachers’ effective teaching strategies and students’ positive learning outcomes in inclusive education, which highlights the importance of identifying and fostering factors associated with increased self-efficacy. Thus, the purpose of the current study was to examine the relations between teachers’ demographic and background variables (i.e., age, teaching experience, and training experience), teachers’ beliefs toward inclusive education, and teachers’ self-efficacy. Specifically, this study aimed to test the mediating effects of teachers’ beliefs toward inclusive education on the relations between teachers’ demographic and background variables and their self-efficacy using structural equation modeling (SEM). Teacher beliefs toward inclusive education included the effectiveness of inclusive education on the social and cognitive development of children with disabilities and on non-disabled students’ understanding of the needs of children with disabilities. Results indicated that whereas teacher age and teaching and training experiences had no direct relations with teachers’ self-efficacy in inclusive education, teaching and training experiences had significant indirect relations with their self-efficacy through their beliefs toward inclusive education. Implications and future directions are discussed."
156-151-277-454-300,Emotion regulation from a virtue perspective.,2024,"<AbstractText Label=""BACKGROUND"" NlmCategory=""BACKGROUND"">The ability to regulate one's emotional state is an important predictor of several behaviors such as reframing a challenging situation to reduce anger or anxiety, concealing visible signs of sadness or fear, or focusing on reasons to feel happy or calm. This capacity is referred to as emotion regulation. Deficits in this ability can adversely affect one's adaptive coping, thus are associated with a variety of other psychopathological symptoms, including but not limited to depression, borderline personality disorder, substance use disorders, eating disorders, and somatoform disorders.</AbstractText>;           <AbstractText Label=""METHODS"" NlmCategory=""METHODS"">The present study examined emotion regulation in relation to the virtue-based psychosocial adaptation model (V-PAM). 595 participants were clustered based on their Difficulties in Emotion Regulation Scale (DERS) score, producing two clusters (i.e., high functioning vs. low functioning). Then, emotion regulation group membership was discriminated by using five V-PAM virtue constructs, including courage, integrity, practical wisdom, committed action, and emotional transcendence.</AbstractText>;           <AbstractText Label=""RESULTS"" NlmCategory=""RESULTS"">Results show that five virtues contribute to differentiating group membership. Practical wisdom was the strongest contributor, followed by integrity, emotional transcendence, committed action, and courage. Predictive discriminant analysis was conducted and 71% of cases were correctly classified. A discussion of the relationship between emotion regulation and virtues was elaborated.</AbstractText>;           <AbstractText Label=""CONCLUSION"" NlmCategory=""CONCLUSIONS"">The concept of virtue holds significant importance in the comprehension of an individual's capacity to regulate their emotions, meriting future study.</AbstractText>;           <CopyrightInformation>© 2023. The Author(s).</CopyrightInformation>"
156-719-042-125-19X,Measuring Early Childhood Development with the Early Human Capability Index (eHCI): A Reliability and Validity Study in China,2020,"<jats:title>Abstract</jats:title>;         <jats:p>Background: With the importance of early childhood development more recognized by the international society, low-cost and cross-culturally comparable measures of early childhood development is in great demand, both in China and worldwide. In this study, we aim to test the psychometrics of the Chinese version of The Early Human Capability Index (eHCI), which is designed as a measurement for school readiness in large population. Methods: We evaluated the internal consistency, test-retest reliability, inter-rater reliability, factor structure, criterion-related validity, and discriminant validity of the eHCI in 20,324 preschool children in Shanghai. We also compared eHCI scores with test result of ASQ in 815 children in Yexian and EAP-ECDS in 6,947 children in Daming. Results: The ICC between parents and teachers were 0.83 and 0.63 for Literacy Numeracy and Overall Development. The confirmatory factor analyses showed good model fit (2 = 509323, p&lt;0.001; CFI=0.901; RMSEA=0.038). The correlations between the scores of eHCI and other ECD metrics ranged between r =-0.42 and r =0.53. The scale discriminated between children’s developmental level based on gender, parental education, family income and family assets.Conclusions: Results from Chinese population suggested that eHCI is valid and reliable for measuring early childhood development in children aged 3-6 years. The eHCI can be applied to map the global distribution of early childhood development for allocating scarce resources to help those in greatest demand. Longitudinal studies are warranted to test its predictive validity for later outcomes.</jats:p>"
156-856-829-995-093,Moving Through the Pipeline: Ethnic and Linguistic Disparities in Special Education from Birth Through Age Five.,2022,"This study examined Oregon's early intervention (EI) and early childhood special education (ECSE) pipelines as a function of children's intersecting ethnicity and home language(s) with a focus on children from Latino/a backgrounds with communication disorders. We found differences in children's referral source and age of referral, likelihood of evaluation and placement, and type of placement for conditions related to communication, including autism spectrum disorder and hearing impairment. Results showed differences in EI and ECSE; however, disproportionality appeared greatest among Spanish-speaking Latino/a children and non-Latino/a children who spoke languages other than English compared to non-Latino/a English-speaking counterparts. Our findings suggest attending to children's intersecting ethnicity and language backgrounds in referral, evaluation, and placement add nuance to examinations of disproportionality. Results also indicate that practices related to characterizing children's communication disorders likely make substantial contributions to inequities in EI and ECSE. Precise identification of differences in service provision can lead to targeted policy and practice solutions to reduce structural barriers to care in EI/ECSE systems and improve equity, particularly as related to placement for children of color with communication concerns."
157-064-577-033-71X,Intersecting Identities and Career-Related Factors Among College Students with Disabilities Across Ethnic Groups.,2025,"This study explores how intersecting disabilities and ethnic identities influence key career-related factors, including career decision self-efficacy, career outcome expectations, perceived career barriers, and social support, among college students with disabilities from diverse racial and ethnic backgrounds. <b>Background/Objectives:</b> Applying social cognitive career theory (SCCT) and intersectionality frameworks, this research addresses a critical gap in understanding the unique challenges and strengths experienced by underrepresented students with disabilities in postsecondary education. <b>Method:</b> Quantitative data were collected from approximately 306 participants representing various ethnic groups, including African American, Asian American, Hispanic, and other ethnic backgrounds, alongside European American peers. <b>Results:</b> Findings revealed that underrepresented students with disabilities reported significantly stronger ethnic identity affirmation but also perceived greater career-related barriers compared to their European American counterparts. These results demonstrate the need for culturally responsive career development practices and inclusive campus environments that affirm students' multiple identities. <b>Conclusions:</b> Implications are discussed for higher education professionals, rehabilitation counselors, disability service providers, and career counselors seeking to promote equitable career outcomes and identity-conscious support systems."
158-247-990-550-428,Medical Complications of the Critically III Newborn A Review for Early Intervention Professionals,1998,"Sophisticated technology in neonatal intensive care units (NICU) has resulted in remarkable improvements in the survival of the sickest and most premature newborn infants. Although fortunately the prevalence of disability among NICU graduates has not increased with such advances, the total number of these infants in the community has grown as a result of the improved survival. Many of these babies manifest complex residual health problems and are at risk for developmental difficulties. An understanding of the complications of prematurity and other neonatal illnesses as well as of their treatments can enhance the effectiveness of early intervention services, both in devising creative approaches aimed at promoting the optimal development of medically vulnerable infants and in supporting their families during prolonged periods of intense stress."
158-452-628-974-44X,Unifying General and Special Education: What Does the Research Tell Us?:,2002,"The Individuals with Disabilities Education Act has provided the impetus to educate all children in more inclusive settings. With the move toward inclusion has come the recognition that changes must occur in the manner in which teachers are prepared. Since the 1970s, efforts have been made to ensure that general educators have some content in their preservice preparation programs related to disabilities either through modifying existing courses or by adding special education courses to the curriculum. However, research suggests that such practices have not resulted in adequately prepared general educators for inclusive settings. A more recent early childhood education trend in preparing preservice students for inclusive settings is to unify general and special education curricula in universities/colleges. An overview of efforts toward unification and a summary of the limited research in this area are provided. The remaining articles in this topical section are introduced with a discussion of the need for ..."
159-003-829-141-746,Practical Strategies to Promote Reflective Practice When Working with Young Children with and At-Risk for Disabilities,2019,"The complex and collaborative work of early childhood practitioners (e.g., educators, speech and language pathologists, occupational therapists, social workers) and families requires effective implementation of evidence-based practices. Effective implementation of early childhood practices can be hindered by deeply held assumptions practitioners relate to their own capacity, the capacity and culture of families, and the needs and capacity of the child at the core of their collective work. Transformative learning theory offers a helpful lens to support practitioners in recognizing and shifting assumptions or perspectives hindering their work through reflective discourse strategies. This article explores potential practitioner assumptions and provides guidance on how reflective discourse may facilitate a transformation in practitioners’ assumptions to more successfully implement evidence-based practices, such as those outlined by the Council for Exceptional Children’s Division on Early Childhood."
159-353-769-043-502,Preservice Teacher Perceptions of Preparedness to Teach in Inclusive Settings as an Indicator of Teacher Preparation Program Effectiveness,2018,"<jats:title>Abstract</jats:title>;                <jats:p> This mixed methods study examined preservice teacher perceptions of their needs related to inclusion. The study examined 120 early childhood and elementary preservice teachers from two universities, from both general and special education programs. Inclusion has been considered best practice in education for many years; however, how to best facilitate inclusive practices to meet the needs of all learners remains an area of uncertainty for preservice teachers. Prior research has connected perceptions of preparedness to effective inclusive practices. A survey was developed and validated about inclusion and perceptions of preparedness to teach in an inclusive setting. The survey included both Likert-scale items and open response questions. Exploratory factor analysis was used to examine the structure of the survey. Descriptive statistics, analysis of variance, and multiple regression were used to examine the quantitative results. Responses to open-ended questions were coded to identify qualitative themes. The findings indicated that preservice teachers lacked a coherent understanding of inclusion and perceived themselves as needing additional development to be fully prepared to teach in an inclusive setting. The results suggest that teacher preparation programs need to provide a more coherent conceptual framework to guide the enhancement of both course and field work related to inclusion and effective inclusive practices.</jats:p>"
159-857-005-518-220,Planning School Transitions: Family and Professional Collaboration.,1988,The following paper addresses some of the key issues involved in planning transitions for young handicapped children who are moving from special education preschool programs to mainstreamed kinderg...
159-895-589-388-155,Behaviorism in early intervention.,1992,"A consistent and persistent devaluation and misunderstanding of behaviorism, the behavioral approach, and its application to early childhood special education exists among many professionals in the field. In this article we explore common criticisms of behaviorism and present reactions. In addition, we identify and describe the critical features of the behavioral approach and their similarities to early childhood special education. Finally, we provide examples of the influence and application of the behavioral perspective in early childhood special education. In the conclusion of this discussion, we assert that the behavioral perspective has contributed substantially to improving the lives of young children with developmental delays and disabilities and their families. As such, behaviorism has utility in the design and implementation of early childhood special education services."
160-224-055-701-870,Critical Features of Special Education Teacher Preparation: A Comparison With General Teacher Education,2005,"Policy and program decisions involve choices among different ways of preparing teachers. These choices are shrouded in increasingly contentious debates as teacher shortages reach crisis proportions. Yet, research on special education teacher education is almost nonexistent. Findings from comparative research documenting the characteristics of effective teacher education programs can inform these choices, but these findings should be grounded in what we know from previous research in general teacher education. To assist educators, we have analyzed literature in general and special teacher education toward two ends. First, we present a framework, derived from work in general education, for analyzing teacher education programs. Second, we use this framework to analyze practice in teacher education in special education. Specifically, we conducted an exhaustive review of special education program descriptions and evaluations. We conclude by describing steps necessary to improve the special education teacher ed..."
160-277-957-657-142,Students of Color and Public Montessori Schools: A Review of the Literature,2017,"Students of color comprise a majority in public Montessori school enrollments around the United States, and practitioners are often asked for evidence of the Montessori Method’s benefits for these students. This article examines the relevant literature related to the experiences of students of color in public Montessori schools. Research finds Montessori education offers both opportunities and limitations for students of color in attending diverse schools, developing executive functions, achieving academically, accessing early childhood education and culturally responsive education, minimizing racially disproportionate discipline, and limiting overidentification for special education. Public Montessori education’s efficacy with students of color may be limited by several factors: the lack of diversity of the teaching staff and culturally responsive teacher education, schools that struggle to maintain racially diverse enrollments, and the challenge of communicating Montessori’s benefits to families with alternative views of education. The review concludes with directions for future research."
160-436-008-726-500,Overview of Reviews of Peer-mediated Interventions for Young Children With Disabilities,2024,"<jats:p>In peer-mediated interventions, nondisabled peers are systematically taught to engage children with disabilities in positive social interactions, with the aim of helping the latter acquire new, targeted social skills. Peer-mediated interventions have been used to enhance the social and play skills of young children with disabilities for many years and continue to be commonly employed with these children in classroom settings. Because of the frequency of use, it is important to know the level of empirical support for this instructional practice. Our objective for the overview reported here was to evaluate systematic reviews of peer-mediated interventions for young children under the age of 5 years with or at risk for disabilities. We conducted an overview of reviews, a method used for evaluating existing research reviews. We searched electronic databases and other sources for published articles presenting the results of reviews of studies on peer-mediated interventions meeting our criteria. We then synthesized the findings across reviews to formulate conclusions on the interventions’ effects and thus to make practice recommendations. We located 10 reviews in which 47 studies with 114 young children with a variety of developmental disabilities were discussed. In these studies, peer-mediated interventions typically occurred in natural settings such as inclusive classrooms and children’s homes. The findings from all 10 reviews suggested that peer-mediated interventions were effective for improving the social development of young children with disabilities. Over 80% of the 47 studies displayed positive findings. Three of the 10 reviews conducted a meta-analysis, and all three meta-analyses showed robust results for the peer-mediated interventions. Thus, the use of a peer-mediated intervention for children under the age of 5 with or at risk for disabilities is strongly supported by empirical research, and therefore it should be considered an evidence-based practice for young children with disabilities. Finally, peer-mediated interventions’ results were most robust when used with preschoolage children in inclusive (natural) settings.</jats:p>"
161-279-037-705-389,A Unified Theory of Practice in Early Intervention/Early Childhood Special Education Evidence-Based Practices,2003,"Over the last decade, the field of early intervention/early childhood special education (EI/ECSE) has emerged as a primary service for infants and preschool children with disabilities and their families. Systems for providing early intervention for infants and toddlers exist in every state, and all state Departments of Education are responsible for special education for preschool children. In EI/ECSE, a unified theory of practice has emerged and draws from a range of psychological and educational theories. A strong, evidence-based set of practices that service providers and caregivers use to promote the development and well-being of infants and young children with disabilities and their families underlies this theory of practice. The purpose of this article is to describe the tenets of this theory and identify evidence-based practices associated with each."
161-564-143-390-395,"Global progress towards early childhood development for children with disabilities, 2013-2023.",2023,"⇒ Undertake a comprehensive review of national disability-inclusive or disability-focused ECD programmes worldwide.⇒ Conduct systematic reviews on childhood disabilities, school readiness and inclusive education in low-income and middle-income countries.⇒ Develop a global ECD strategy for implementing SDG 4.2 from birth to age 5 years in partnership with relevant organisations and stakeholders.⇒ Avoid or de-emphasise any omnibus ECD programmes that do not reflect the statutory priorities of UNICEF and the extensive published evidence on the disproportionate health inequities and inequality experienced by children with disabilities.⇒ Institute monitoring mechanisms for evaluating country-level implementation of the global disability-focused ECD.⇒ Facilitate a global fund for promoting school readiness and inclusive education for children with disabilities."
163-091-137-932-720,Re-Examining State Part C Early Intervention Program Coordinators' Practices through a Positive Lens on Leadership: A Qualitative Secondary Analysis,2022,"<jats:p>Part C early intervention is a program administered under the Individuals with Disabilities Education Act (2004) that provides services to eligible infants and toddlers with disabilities and their families. Part C coordinators oversee the program in states. This article presents an examination of state Part C program coordinators’ leadership practices. We conducted a qualitative secondary analysis to explore the practices that Part C program coordinators described using in a prior study on the processes, barriers, and solutions during a systems change. The present study used two new theoretical frameworks – organizational drivers for systems change and a strengths-based orientation – to create a positive lens on leadership through which to view identified practices. We selected five interview transcriptions with five state Part C program coordinators that contained explicit reflections about leadership behaviors in systems as our primary data set. Five categories of leadership practice emerged from a progressive inductive-deductive coding process: meeting practitioners where they are, identifying leaders, establishing consistent procedures, readying professionals, and relationships. These themes aligned with organizational drivers of systems change and highlighted the consistent use of a specific type of leadership: facilitative administration. Implications for the study of systems leadership in early intervention are discussed.</jats:p>"
163-583-924-335-053,Who Receives Speech/Language Services by 5 Years of Age in the United States?,2016,"Purpose We sought to identify factors predictive of or associated with receipt of speech/language services during early childhood. We did so by analyzing data from the Early Childhood Longitudinal Study–Birth Cohort (ECLS-B; Andreassen & Fletcher, 2005), a nationally representative data set maintained by the U.S. Department of Education. We addressed two research questions of particular importance to speech-language pathology practice and policy. First, do early vocabulary delays increase children's likelihood of receiving speech/language services? Second, are minority children systematically less likely to receive these services than otherwise similar White children? Method Multivariate logistic regression analyses were performed for a population-based sample of 9,600 children and families participating in the ECLS-B. Results Expressive vocabulary delays by 24 months of age were strongly associated with and predictive of children's receipt of speech/language services at 24, 48, and 60 months of age (adju..."
164-333-976-986-303,Early Childhood Education: The Long-Term Benefits,2017,"This study was designed to substantiate the positive, long-term outcomes demonstrated by children from economically disadvantaged homes who received a high-quality, early education. Children who at..."
164-865-915-016-263,Program-Wide Positive Behavior Support in Preschool: Lessons for Getting Started.,2010,"There is growing concern over the number of young children who display challenging behavior and preschool teachers are reporting children’s challenging behavior as their greatest concern. Program-wide Positive Behavior Support (PWPBS) is a promising model for supporting appropriate behavior and decreasing challenging behavior in early childhood programs. Implementation in early childhood settings is relatively new and guidance on how to implement PWPBS in early childhood settings is growing. This article documents the implementation process for an early childhood program serving children from 6 weeks to 5 years of age, shares lessons learned and offers practical advice for getting started with PWPBS."
